,ID,Gender,Age,Customer Type,Type of Travel,Class,Flight Distance,Departure Delay,Arrival Delay,Departure and Arrival Time Convenience,Ease of Online Booking,Check-in Service,Online Boarding,Gate Location,On-board Service,Seat Comfort,Leg Room Service,Cleanliness,Food and Drink,In-flight Service,In-flight Wifi Service,In-flight Entertainment,Baggage Handling,Satisfaction
56359,56360,FEMALE,34,Returning,Personal,ECONOMY,200 miles,0 minutes,0.0 minutes,1,3,4,3,3,5,3,4,3,3,5,3,3,4,Neutral or Dissatisfied
56360,56361,Male,54,returning,PERSONAL,Economy,200 miles,8 minutes,5.0 minutes,3,2,5,2,3,5,2,3,5,5,5,2,5,4,Neutral or Dissatisfied
56361,56362,Female,32,Returning,Personal,ECONOMY,200 miles,0 minutes,0.0 minutes,2,3,1,3,4,3,5,4,5,5,4,3,5,4,Neutral or Dissatisfied
56362,56363,FEMALE,15,returning,Personal,ECONOMY,200 miles,0 minutes,0.0 minutes,1,1,1,1,4,3,5,4,5,5,4,1,5,4,Neutral or Dissatisfied
56363,56364,male,24,Returning,PERSONAL,ECONOMY,200 miles,0 minutes,0.0 minutes,5,4,4,4,2,5,1,2,1,1,4,4,1,4,Satisfied
56364,56365,Female,44,Returning,Personal,Economy,200 miles,9 minutes,120.0 minutes,4,2,5,4,1,4,5,2,3,3,4,2,4,4,Neutral or Dissatisfied
56365,56366,Female,16,Returning,Personal,ECONOMY,200 miles,0 minutes,0.0 minutes,5,3,5,3,4,2,4,2,4,4,5,3,4,5,Neutral or Dissatisfied
56366,56367,male,26,returning,Personal,Economy,200 miles,37 minutes,37.0 minutes,1,2,2,2,2,4,2,3,2,2,2,2,2,2,Neutral or Dissatisfied
56367,56368,Male,43,returning,Personal,Economy,200 miles,2 minutes,0.0 minutes,5,2,3,2,4,5,3,3,3,3,4,2,3,4,Neutral or Dissatisfied
56368,56369,Female,39,Returning,Personal,Economy,200 miles,1 minutes,0.0 minutes,2,3,4,3,4,1,2,5,2,2,3,3,2,4,Neutral or Dissatisfied
56369,56370,Female,31,Returning,Personal,Economy,200 miles,0 minutes,0.0 minutes,2,3,3,3,4,4,2,1,2,2,4,3,2,3,Neutral or Dissatisfied
56370,56371,Male,68,returning,PERSONAL,Economy,200 miles,0 minutes,0.0 minutes,3,2,5,2,1,4,4,4,4,4,1,2,4,4,Neutral or Dissatisfied
56371,56372,Male,69,Returning,PERSONAL,ECONOMY,200 miles,0 minutes,0.0 minutes,4,3,4,3,3,1,3,1,4,4,4,3,4,4,Neutral or Dissatisfied
56372,56373,Male,29,Returning,Personal,Economy,200 miles,0 minutes,0.0 minutes,5,0,5,0,2,4,2,4,2,2,4,3,2,5,Neutral or Dissatisfied
56373,56374,Female,26,returning,Personal,Economy,200 miles,0 minutes,0.0 minutes,5,3,1,3,1,2,2,4,3,3,3,3,3,3,Neutral or Dissatisfied
56374,56375,Male,61,Returning,Personal,ECONOMY,200 miles,0 minutes,0.0 minutes,3,4,1,4,3,1,5,2,4,4,4,4,4,4,Neutral or Dissatisfied
56375,56376,FEMALE,39,Returning,Business,Business,3753 miles,0 minutes,0.0 minutes,3,4,3,5,3,5,5,5,3,2,5,3,5,5,Satisfied
56376,56377,Male,22,returning,Business,Business,2215 miles,0 minutes,0.0 minutes,4,4,4,5,4,4,5,2,5,5,5,4,5,5,Satisfied
56377,56378,Female,54,Returning,business,Business,200 miles,5 minutes,0.0 minutes,2,2,3,5,2,5,5,5,4,5,5,2,5,5,Satisfied
56378,56379,male,55,First-time,Business, Business ,200 miles,0 minutes,0.0 minutes,5,5,5,4,1,4,2,5,2,2,4,4,2,5,Neutral or Dissatisfied
56379,56380,Male,41,Returning,Business,Business,1624 miles,0 minutes,0.0 minutes,5,5,5,4,5,5,5,5,3,3,5,5,5,5,Satisfied
56380,56381,Female,33,Returning,Business,Economy Plus,200 miles,96 minutes,78.0 minutes,2,2,4,3,2,3,3,2,3,3,4,3,3,4,Neutral or Dissatisfied
56381,56382,male,47,Returning,Business,ECONOMY PLUS,200 miles,0 minutes,0.0 minutes,5,5,3,2,5,3,2,1,2,2,2,2,2,4,Satisfied
56382,56383,Female,8,returning,Personal,Economy Plus,200 miles,0 minutes,0.0 minutes,4,4,4,4,2,4,3,4,3,3,5,4,3,5,Neutral or Dissatisfied
56383,56384,Male,40,Returning,Personal,Economy Plus,200 miles,0 minutes,0.0 minutes,2,0,3,0,4,4,1,5,1,1,3,5,1,3,Satisfied
56384,56385,Male,50,returning,Business,Business,1555 miles,2 minutes,0.0 minutes,4,0,4,4,2,5,5,5,3,3,5,0,5,5,Satisfied
56385,56386,Male,53,returning,Business,Business,1167 miles,63 minutes,49.0 minutes,3,3,2,3,3,2,4,2,2,3,2,2,2,2,Neutral or Dissatisfied
56386,56387,Male,59,Returning,business,Business,1167 miles,7 minutes,0.0 minutes,1,1,5,4,1,2,5,3,5,3,2,1,2,2,Satisfied
56387,56388,Male,49,Returning,Business,Business,1167 miles,9 minutes,9.0 minutes,4,5,3,1,5,2,2,2,3,3,2,2,2,2,Neutral or Dissatisfied
56388,56389,Male,33,Returning,Business,Business,1167 miles,1 minutes,0.0 minutes,3,3,3,4,3,3,4,4,4,4,4,4,4,3,Neutral or Dissatisfied
56389,56390,Male,7,returning,Personal,Economy,1167 miles,0 minutes,0.0 minutes,1,2,3,2,3,1,4,2,4,4,2,2,4,3,Neutral or Dissatisfied
56390,56391,Female,49,Returning,business,Business,719 miles,0 minutes,23.0 minutes,4,2,5,5,4,3,4,3,3,2,3,4,3,3,Satisfied
56391,56392,Female,42,Returning,Business, Business ,2632 miles,0 minutes,12.0 minutes,2,2,4,4,2,5,4,4,3,4,5,2,5,5,Satisfied
56392,56393,Male,54,Returning,Business, Business ,719 miles,0 minutes,0.0 minutes,3,5,4,4,3,3,4,3,2,2,3,3,3,3,Neutral or Dissatisfied
56393,56394,Female,42,Returning,Business, Business ,719 miles,31 minutes,48.0 minutes,4,4,2,4,4,2,4,2,1,4,2,2,2,2,Neutral or Dissatisfied
56394,56395,Male,28, First-time ,PERSONAL,Business,719 miles,0 minutes,0.0 minutes,4,3,3,3,4,3,1,2,1,1,4,3,1,5,Neutral or Dissatisfied
56395,56396,FEMALE,48,Returning,Business,Business,719 miles,120 minutes,124.0 minutes,4,4,3,5,4,4,4,4,3,3,4,4,4,4,Satisfied
56396,56397,male,58,Returning,Business,Business,3052 miles,0 minutes,17.0 minutes,1,1,4,4,1,4,4,4,4,2,4,1,4,4,Satisfied
56397,56398,FEMALE,40,Returning,Business,Business,1565 miles,66 minutes,59.0 minutes,3,3,4,4,3,5,5,5,3,4,5,3,5,5,Satisfied
56398,56399,Female,24, First-time ,business,Business,719 miles,0 minutes,0.0 minutes,0,5,4,5,3,4,4,4,4,4,5,5,4,4,Satisfied
56399,56400,Female,29,First-time,business,Business,719 miles,12 minutes,0.0 minutes,3,3,5,3,2,4,2,4,2,2,5,3,2,4,Neutral or Dissatisfied
56400,56401,Male,26,First-time,Business,Business,719 miles,0 minutes,56.0 minutes,5,5,5,5,2,4,2,4,4,4,4,5,4,5,Satisfied
56401,56402,Male,49, First-time ,Business,Business,719 miles,16 minutes,20.0 minutes,5,5,3,5,3,3,2,4,2,2,5,5,2,4,Satisfied
56402,56403,Male,40,Returning,Business,Business,1993 miles,0 minutes,5.0 minutes,3,3,3,4,3,1,5,2,5,2,1,3,1,1,Satisfied
56403,56404,Female,35,First-time,Business,Business,719 miles,1 minutes,7.0 minutes,2,2,3,2,4,3,1,2,1,1,5,2,1,4,Neutral or Dissatisfied
56404,56405,Female,47,returning,business,Business,3919 miles,0 minutes,9.0 minutes,4,3,3,5,3,5,4,5,4,5,5,3,5,5,Satisfied
56405,56406,Male,52,Returning,Business,Business,2461 miles,0 minutes,0.0 minutes,4,1,3,4,4,5,5,5,4,3,5,4,5,5,Satisfied
56406,56407,male,60,Returning,Business,Business,2578 miles,0 minutes,16.0 minutes,3,3,5,4,3,4,4,4,5,3,4,3,4,4,Satisfied
56407,56408,Male,23,First-time,Business,Business,719 miles,10 minutes,21.0 minutes,0,0,3,0,3,5,5,5,2,2,5,0,2,4,Satisfied
56408,56409,Male,40,Returning,Business,Business,3250 miles,0 minutes,12.0 minutes,3,2,5,5,3,1,5,2,5,3,1,3,1,1,Satisfied
56409,56410,Female,26,First-time,business,Business,719 miles,6 minutes,5.0 minutes,5,5,4,5,3,4,4,4,4,4,5,5,4,5,Satisfied
56410,56411,male,24,Returning,Business,Business,1714 miles,7 minutes,10.0 minutes,1,1,3,5,1,4,5,2,5,5,5,1,5,5,Satisfied
56411,56412,Male,33,Returning,Business,Business,719 miles,0 minutes,0.0 minutes,3,2,3,3,3,1,3,2,3,3,4,3,3,3,Neutral or Dissatisfied
56412,56413,FEMALE,48,Returning,Business,Business,1587 miles,64 minutes,54.0 minutes,3,3,5,5,3,4,4,4,5,2,4,3,4,4,Satisfied
56413,56414,Male,50,returning,business, Business ,2441 miles,2 minutes,0.0 minutes,1,1,4,4,1,4,4,4,4,5,4,1,4,4,Satisfied
56414,56415,Female,58,returning,business,Business,2091 miles,59 minutes,50.0 minutes,3,4,5,5,3,4,4,4,3,5,4,3,4,4,Satisfied
56415,56416,male,39,First-time,Business,Economy,719 miles,0 minutes,9.0 minutes,2,2,2,2,2,4,5,3,5,5,3,2,5,2,Neutral or Dissatisfied
56416,56417,Female,47,Returning,Business,Business,3975 miles,0 minutes,0.0 minutes,2,2,4,5,2,5,4,5,3,2,5,2,5,5,Satisfied
56417,56418,male,57,Returning,business,Business,1900 miles,0 minutes,0.0 minutes,2,2,5,4,2,4,4,4,4,5,4,2,4,4,Satisfied
56418,56419,Female,39,Returning,Business,Business,2635 miles,25 minutes,6.0 minutes,5,3,4,5,3,4,4,4,5,2,4,3,4,4,Satisfied
56419,56420,Female,36,First-time,business,Business,719 miles,7 minutes,2.0 minutes,2,2,3,2,2,4,5,4,5,5,5,2,5,4,Neutral or Dissatisfied
56420,56421,Male,22,First-time,business,Business,719 miles,12 minutes,3.0 minutes,0,5,5,5,1,5,2,2,2,2,4,5,2,4,Satisfied
56421,56422,Female,51,Returning,business,Business,719 miles,1 minutes,0.0 minutes,3,3,3,5,3,4,4,4,4,5,4,3,4,4,Satisfied
56422,56423,Male,50,Returning,Business,Business,1578 miles,38 minutes,29.0 minutes,3,3,5,4,3,4,5,4,5,2,4,3,4,4,Satisfied
56423,56424,Male,56,Returning,Business,Business,719 miles,0 minutes,0.0 minutes,5,5,5,4,5,5,4,5,5,2,5,5,5,5,Satisfied
56424,56425,Female,52,Returning,Business,Economy,719 miles,0 minutes,0.0 minutes,5,5,3,4,5,2,3,2,1,5,2,2,2,2,Neutral or Dissatisfied
56425,56426,Female,34,Returning,Business, Business ,719 miles,0 minutes,1.0 minutes,2,2,3,3,2,1,4,1,3,2,1,1,1,1,Neutral or Dissatisfied
56426,56427,Female,45,First-time,Business, Business ,719 miles,132 minutes,115.0 minutes,1,1,3,2,3,5,3,4,3,1,3,1,4,5,Neutral or Dissatisfied
56427,56428,Female,37,returning,Business, Business ,1500 miles,6 minutes,0.0 minutes,2,2,3,4,2,2,4,2,5,3,2,2,2,2,Satisfied
56428,56429,Female,48,Returning,Business,Business,719 miles,55 minutes,41.0 minutes,5,4,4,3,5,3,3,3,3,4,3,3,3,3,Neutral or Dissatisfied
56429,56430,Female,36,Returning,business, Business ,3783 miles,0 minutes,0.0 minutes,5,5,3,4,5,3,3,3,3,2,3,3,3,3,Neutral or Dissatisfied
56430,56431,FEMALE,44,Returning,Business,Business,2550 miles,0 minutes,0.0 minutes,4,4,3,4,4,3,5,4,5,3,3,4,3,3,Satisfied
56431,56432,male,27,First-time,business,ECONOMY,719 miles,1 minutes,9.0 minutes,3,3,3,3,2,2,4,2,4,4,3,3,4,2,Neutral or Dissatisfied
56432,56433,Female,27,First-time,Business,ECONOMY,719 miles,0 minutes,5.0 minutes,2,2,3,2,4,3,3,1,5,5,4,2,5,4,Neutral or Dissatisfied
56433,56434,male,38,First-time,Business,Economy,719 miles,0 minutes,0.0 minutes,1,1,3,1,3,2,3,2,3,3,2,1,3,3,Neutral or Dissatisfied
56434,56435,Female,30,First-time,Business,Economy,719 miles,0 minutes,0.0 minutes,2,2,4,2,3,4,2,4,4,4,3,3,4,3,Neutral or Dissatisfied
56435,56436,Male,30,First-time,Business,Economy,719 miles,0 minutes,11.0 minutes,2,2,4,2,3,3,5,2,5,5,3,2,5,3,Neutral or Dissatisfied
56436,56437,FEMALE,48,Returning,business, Business ,3774 miles,15 minutes,1.0 minutes,1,1,3,4,1,4,2,4,1,4,4,1,4,4,Satisfied
56437,56438,Male,60,Returning,Business,Economy,319 miles,0 minutes,0.0 minutes,3,3,5,3,3,5,3,5,3,3,5,3,3,5,Satisfied
56438,56439,male,61,Returning,Business,Economy,319 miles,0 minutes,0.0 minutes,2,2,3,4,2,1,4,1,4,4,4,4,4,2,Satisfied
56439,56440,male,24,First-time,Business,Economy,719 miles,0 minutes,0.0 minutes,5,5,2,5,5,5,2,2,2,2,1,5,2,4,Satisfied
56440,56441,Male,55,returning,Business,Business,319 miles,37 minutes,13.0 minutes,1,1,5,3,1,5,1,5,2,1,5,1,5,5,Satisfied
56441,56442,Male,55,First-time,Business,ECONOMY,319 miles,64 minutes,51.0 minutes,2,4,2,4,3,1,2,3,5,5,3,3,5,3,Neutral or Dissatisfied
56442,56443,Female,77,Returning,Business,Business,319 miles,0 minutes,15.0 minutes,4,1,1,4,4,4,4,4,3,3,4,4,4,4,Neutral or Dissatisfied
56443,56444,Female,49,returning,PERSONAL,Economy,719 miles,3 minutes,9.0 minutes,1,3,1,3,3,1,2,3,1,5,1,3,1,2,Neutral or Dissatisfied
56444,56445,male,21,returning,PERSONAL,ECONOMY,719 miles,14 minutes,29.0 minutes,4,0,4,0,4,4,2,5,2,2,4,0,2,3,Satisfied
56445,56446,Female,52,Returning,Personal,Economy,719 miles,0 minutes,17.0 minutes,5,2,3,5,2,3,5,2,3,3,3,1,3,3,Neutral or Dissatisfied
56446,56447,Female,63,Returning,Personal,Economy,719 miles,0 minutes,0.0 minutes,4,2,4,5,5,1,4,2,4,3,1,2,1,1,Neutral or Dissatisfied
56447,56448,Female,21,Returning,Personal,Economy,719 miles,5 minutes,0.0 minutes,3,2,3,2,3,4,2,3,3,3,3,2,3,3,Neutral or Dissatisfied
56448,56449,Male,32,returning,Personal,ECONOMY,719 miles,12 minutes,0.0 minutes,5,3,3,3,3,5,2,3,2,2,5,3,2,4,Neutral or Dissatisfied
56449,56450,Female,40,Returning,Personal,Economy,719 miles,12 minutes,0.0 minutes,4,3,5,3,1,3,1,5,1,1,5,3,1,5,Neutral or Dissatisfied
56450,56451,Male,67,Returning,Personal,Economy,719 miles,24 minutes,14.0 minutes,3,3,1,3,4,2,1,2,1,1,5,3,1,3,Neutral or Dissatisfied
56451,56452,male,58,returning,Personal,Economy,719 miles,0 minutes,0.0 minutes,5,2,3,2,2,3,2,3,2,2,4,2,2,5,Neutral or Dissatisfied
56452,56453,Female,63,Returning,PERSONAL,ECONOMY,719 miles,0 minutes,0.0 minutes,4,1,4,4,2,5,5,1,5,4,5,1,5,4,Neutral or Dissatisfied
56453,56454,Male,50,Returning,Personal,Economy,719 miles,104 minutes,110.0 minutes,4,4,4,4,1,4,1,5,1,1,4,4,1,4,Neutral or Dissatisfied
56454,56455,male,34,Returning,PERSONAL,Economy,719 miles,3 minutes,23.0 minutes,4,2,3,2,3,5,2,4,3,3,5,2,3,1,Neutral or Dissatisfied
56455,56456,Male,38,Returning,Personal,Economy,719 miles,37 minutes,25.0 minutes,5,2,5,2,2,5,3,4,3,3,5,2,3,4,Neutral or Dissatisfied
56456,56457,Female,69,Returning,Personal,Economy,719 miles,0 minutes,0.0 minutes,4,5,4,5,2,3,5,5,5,3,3,4,3,3,Neutral or Dissatisfied
56457,56458,Male,14,returning,Personal,ECONOMY,719 miles,21 minutes,23.0 minutes,4,4,3,4,3,4,4,3,4,4,5,4,4,5,Neutral or Dissatisfied
56458,56459,male,27,returning,Personal,Economy,719 miles,0 minutes,0.0 minutes,1,3,4,3,3,3,3,2,3,3,3,3,3,3,Neutral or Dissatisfied
56459,56460,male,58,Returning,PERSONAL,Economy,719 miles,0 minutes,0.0 minutes,2,3,4,3,2,3,3,3,3,3,2,3,3,3,Neutral or Dissatisfied
56460,56461,Male,8,returning,Personal,ECONOMY,719 miles,0 minutes,28.0 minutes,4,2,3,2,3,3,3,3,3,3,5,2,3,5,Neutral or Dissatisfied
56461,56462,Male,59,Returning,Personal,Economy,719 miles,21 minutes,20.0 minutes,4,3,5,3,4,5,4,2,1,1,4,3,1,4,Neutral or Dissatisfied
56462,56463,male,42,Returning,Business,Business,3031 miles,6 minutes,32.0 minutes,4,5,4,4,4,4,4,4,4,4,4,4,4,4,Satisfied
56463,56464,male,51,Returning,Business,Business,1938 miles,0 minutes,0.0 minutes,2,2,3,5,2,4,4,4,5,2,4,2,4,4,Satisfied
56464,56465,Male,19,Returning,business,Economy Plus,719 miles,0 minutes,0.0 minutes,3,3,2,1,3,3,3,3,1,1,3,1,1,4,Neutral or Dissatisfied
56465,56466,Male,59,returning,business, Business ,2620 miles,7 minutes,0.0 minutes,3,3,4,4,3,4,5,4,3,4,4,3,4,4,Satisfied
56466,56467,Female,27,First-time,business,Economy Plus,719 miles,61 minutes,46.0 minutes,1,1,2,1,3,3,2,2,2,2,3,1,2,4,Neutral or Dissatisfied
56467,56468,Female,33,Returning,business,Economy Plus,719 miles,15 minutes,8.0 minutes,2,2,2,2,2,4,2,3,2,2,4,2,2,4,Neutral or Dissatisfied
56468,56469,Male,35,Returning,PERSONAL,Economy Plus,719 miles,0 minutes,0.0 minutes,4,5,3,4,3,3,5,5,5,5,4,5,5,4,Satisfied
56469,56470,Female,26,Returning,Personal,Economy Plus,719 miles,15 minutes,0.0 minutes,5,2,3,2,4,3,5,2,5,5,5,2,5,4,Neutral or Dissatisfied
56470,56471,Male,54,Returning,Personal,Economy Plus,719 miles,0 minutes,0.0 minutes,4,3,3,3,1,4,3,4,3,3,5,3,3,4,Neutral or Dissatisfied
56471,56472,Male,47,returning,Personal,Economy Plus,719 miles,396 minutes,403.0 minutes,4,3,1,1,1,4,1,5,1,3,4,2,4,5,Neutral or Dissatisfied
56472,56473,Female,45,Returning,PERSONAL,Economy Plus,719 miles,0 minutes,12.0 minutes,5,1,5,5,5,5,5,1,3,4,5,1,5,5,Neutral or Dissatisfied
56473,56474,Female,54,Returning,PERSONAL, Business ,4963 miles,2 minutes,5.0 minutes,2,2,5,5,3,1,5,3,5,2,2,2,4,3,Neutral or Dissatisfied
56474,56475,Female,57,Returning,Business,Business,4963 miles,12 minutes,0.0 minutes,1,1,4,4,1,4,4,5,4,4,3,1,3,5,Satisfied
56475,56476,Male,60,Returning,Business, Business ,4963 miles,5 minutes,13.0 minutes,5,2,3,3,2,3,3,4,3,3,3,2,5,4,Satisfied
56476,56477,Male,57,Returning,Business,Business,4963 miles,4 minutes,13.0 minutes,4,4,3,3,4,3,3,4,3,3,4,4,5,4,Satisfied
56477,56478,Male,42, First-time ,business, Business ,4963 miles,1 minutes,25.0 minutes,2,2,1,1,5,3,1,4,1,2,4,2,3,5,Neutral or Dissatisfied
56478,56479,FEMALE,33,First-time,Business,Business,4963 miles,75 minutes,171.0 minutes,2,2,3,3,1,4,3,5,3,2,4,2,3,5,Neutral or Dissatisfied
56479,56480,Female,45,Returning,business,Business,4963 miles,0 minutes,13.0 minutes,1,1,1,1,1,3,1,5,1,2,3,1,3,4,Satisfied
56480,56481,FEMALE,43,Returning,business,Economy,3463 miles,24 minutes,53.0 minutes,2,2,4,4,2,3,4,4,4,4,1,4,3,3,Neutral or Dissatisfied
56481,56482,Male,41,returning,Personal,Economy,4963 miles,0 minutes,4.0 minutes,4,2,3,3,2,5,3,4,3,2,2,2,4,3,Neutral or Dissatisfied
56482,56483,FEMALE,57,Returning,Personal,Economy,4963 miles,12 minutes,17.0 minutes,4,3,3,3,5,1,3,5,3,3,3,3,3,1,Neutral or Dissatisfied
56483,56484,male,63,returning,business,Business,746 miles,0 minutes,0.0 minutes,3,3,1,2,3,2,2,3,2,2,2,2,2,2,Neutral or Dissatisfied
56484,56485,Male,32,Returning,Business,Business,746 miles,0 minutes,0.0 minutes,4,2,2,5,2,1,5,4,5,5,2,2,5,1,Satisfied
56485,56486,FEMALE,53,returning,PERSONAL,Economy,746 miles,0 minutes,9.0 minutes,5,3,4,5,4,5,4,3,3,5,5,3,5,5,Neutral or Dissatisfied
56486,56487,Female,59,returning,business,Business,3771 miles,6 minutes,0.0 minutes,3,3,4,4,3,5,5,5,5,5,5,3,5,5,Satisfied
56487,56488,FEMALE,25,First-time,Business,Business,1023 miles,0 minutes,9.0 minutes,5,2,5,2,5,3,3,3,3,3,4,2,3,5,Neutral or Dissatisfied
56488,56489,Female,41,returning,Business,Business,3175 miles,222 minutes,213.0 minutes,2,2,5,5,2,5,5,4,5,5,4,2,5,4,Satisfied
56489,56490,FEMALE,56,Returning,Business,Business,3396 miles,40 minutes,37.0 minutes,3,1,4,5,3,3,5,4,4,5,3,3,3,3,Satisfied
56490,56491,Male,69,Returning,Business,Business,937 miles,16 minutes,0.0 minutes,3,3,4,4,3,4,5,4,3,4,4,3,4,4,Satisfied
56491,56492,Female,31,returning,Business, Business ,3644 miles,10 minutes,0.0 minutes,2,3,4,4,2,4,4,4,4,4,5,2,4,5,Satisfied
56492,56493,Male,20,First-time,business, Business ,1068 miles,6 minutes,19.0 minutes,0,5,5,5,2,5,2,4,2,2,5,5,2,4,Satisfied
56493,56494,Male,52,Returning,Business,Business,3392 miles,5 minutes,1.0 minutes,1,1,5,4,1,3,4,3,3,4,3,1,3,3,Satisfied
56494,56495,Male,46,returning,Business,Business,937 miles,0 minutes,7.0 minutes,4,4,3,5,4,3,4,4,5,3,3,4,3,3,Satisfied
56495,56496,FEMALE,51,Returning,Business,Business,1085 miles,0 minutes,0.0 minutes,3,3,4,5,3,4,4,5,5,3,4,3,4,4,Satisfied
56496,56497,Female,41,returning,business, Business ,937 miles,59 minutes,54.0 minutes,4,4,4,5,4,4,4,4,3,2,4,4,4,4,Satisfied
56497,56498,Female,49,Returning,business,Business,1068 miles,23 minutes,9.0 minutes,1,1,3,5,1,4,5,4,3,5,4,1,4,4,Satisfied
56498,56499,Female,22, First-time ,Business,Business,1085 miles,25 minutes,0.0 minutes,0,5,5,0,4,3,3,2,3,3,5,5,3,5,Satisfied
56499,56500,Female,60,Returning,Business,Business,1664 miles,0 minutes,0.0 minutes,3,3,4,5,3,4,5,4,5,5,4,3,4,4,Satisfied
56500,56501,Male,62,First-time,Business,Business,1065 miles,0 minutes,0.0 minutes,2,2,4,2,4,3,3,5,3,3,5,2,3,5,Neutral or Dissatisfied
56501,56502,FEMALE,50,Returning,business, Business ,2120 miles,31 minutes,41.0 minutes,1,1,3,5,1,4,5,4,3,5,4,1,4,4,Satisfied
56502,56503,Female,23,First-time,Business,Business,997 miles,3 minutes,42.0 minutes,0,0,4,0,4,4,3,3,3,3,4,0,3,4,Satisfied
56503,56504,Male,42,Returning,Business,Business,1068 miles,0 minutes,0.0 minutes,1,5,5,5,1,4,5,4,4,4,4,1,4,4,Satisfied
56504,56505,male,50,Returning,business,Business,3926 miles,0 minutes,0.0 minutes,3,3,3,5,3,5,5,5,4,4,5,3,5,5,Satisfied
56505,56506,Male,21, First-time ,Business,Business,1065 miles,0 minutes,0.0 minutes,0,4,5,4,2,3,5,5,5,5,5,4,5,4,Satisfied
56506,56507,Male,58,Returning,Business,Business,1593 miles,0 minutes,0.0 minutes,3,3,3,5,3,2,5,2,5,3,2,3,2,2,Satisfied
56507,56508,Male,36,First-time,business,Business,1085 miles,0 minutes,0.0 minutes,1,1,4,1,3,1,5,5,5,5,3,1,5,4,Neutral or Dissatisfied
56508,56509,Male,44,returning,business,Business,2880 miles,0 minutes,0.0 minutes,3,3,4,4,3,5,5,5,5,2,5,3,5,5,Satisfied
56509,56510,male,42,returning,business,Business,1664 miles,0 minutes,0.0 minutes,5,5,4,4,5,5,4,5,4,4,5,5,5,5,Satisfied
56510,56511,Female,42,Returning,Business, Business ,3613 miles,0 minutes,28.0 minutes,1,1,1,4,1,4,3,4,4,2,4,4,4,4,Neutral or Dissatisfied
56511,56512,Male,55,Returning,Business, Business ,937 miles,18 minutes,6.0 minutes,5,5,3,5,5,4,4,5,3,3,4,5,4,4,Satisfied
56512,56513,FEMALE,27,Returning,Personal, Business ,1023 miles,51 minutes,51.0 minutes,4,2,5,2,4,3,1,4,1,1,5,2,1,4,Neutral or Dissatisfied
56513,56514,male,17,returning,PERSONAL,Business,1065 miles,0 minutes,0.0 minutes,4,1,5,1,3,5,3,4,3,3,5,1,3,4,Neutral or Dissatisfied
56514,56515,male,32,returning,Personal,Business,1065 miles,142 minutes,134.0 minutes,4,3,2,2,5,3,2,5,2,3,5,3,3,5,Neutral or Dissatisfied
56515,56516,Male,26,First-time,Business,Business,937 miles,0 minutes,0.0 minutes,4,4,3,4,1,5,4,4,4,4,4,4,4,4,Satisfied
56516,56517,male,45,First-time,Business,Business,997 miles,18 minutes,36.0 minutes,5,5,3,5,4,5,2,5,2,2,5,5,2,5,Satisfied
56517,56518,Female,25, First-time ,Business, Business ,1023 miles,0 minutes,0.0 minutes,4,1,4,1,2,5,1,2,1,1,5,1,1,5,Neutral or Dissatisfied
56518,56519,Male,18,returning,business,Business,1068 miles,65 minutes,40.0 minutes,1,1,5,4,1,4,4,2,4,4,5,1,4,5,Satisfied
56519,56520,Male,51,Returning,Business,Business,1945 miles,0 minutes,15.0 minutes,3,3,3,4,3,4,5,4,3,2,4,3,4,4,Satisfied
56520,56521,male,34,Returning,business,Business,1068 miles,0 minutes,nan minutes,2,2,5,5,2,5,5,5,4,5,5,2,5,5,Satisfied
56521,56522,Male,57,Returning,Business,Business,1801 miles,36 minutes,39.0 minutes,3,3,3,4,3,5,4,5,3,2,5,3,5,5,Satisfied
56522,56523,Female,45,First-time,Business, Business ,1023 miles,8 minutes,7.0 minutes,2,2,4,2,3,3,4,2,3,3,5,2,3,4,Neutral or Dissatisfied
56523,56524,FEMALE,45,Returning,Business,Business,937 miles,0 minutes,0.0 minutes,5,5,5,4,5,4,4,5,5,3,4,5,4,4,Satisfied
56524,56525,male,42,returning,business, Business ,3241 miles,0 minutes,0.0 minutes,3,3,4,4,3,5,5,5,5,2,5,3,5,5,Satisfied
56525,56526,male,55,Returning,business,Business,2142 miles,3 minutes,6.0 minutes,5,5,3,4,5,5,4,5,4,5,5,5,5,5,Satisfied
56526,56527,Male,28,Returning,Business,Business,1023 miles,30 minutes,4.0 minutes,3,4,5,4,3,3,4,2,4,4,4,3,4,4,Satisfied
56527,56528,Male,53,Returning,Business,ECONOMY,1065 miles,10 minutes,47.0 minutes,5,1,3,2,5,2,2,3,2,2,4,2,2,4,Neutral or Dissatisfied
56528,56529,Male,39,Returning,business,Business,937 miles,0 minutes,0.0 minutes,4,4,4,4,4,5,4,5,5,4,5,4,5,5,Satisfied
56529,56530,Female,52,returning,Business, Business ,1065 miles,0 minutes,0.0 minutes,5,5,4,4,5,4,5,5,5,2,4,5,4,4,Satisfied
56530,56531,Male,38,returning,Business,Business,3976 miles,9 minutes,0.0 minutes,1,1,3,4,1,4,4,4,4,5,4,1,4,4,Satisfied
56531,56532,Female,35,Returning,business, Business ,1065 miles,65 minutes,59.0 minutes,5,5,5,4,5,5,5,5,5,4,5,5,5,5,Satisfied
56532,56533,Male,59,Returning,business,Business,3758 miles,42 minutes,41.0 minutes,2,5,3,5,2,4,5,4,5,2,4,2,4,4,Satisfied
